rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
35,1940,General Brain-AI Structure Reviews and Methods,brain-structure,Psychotic States Following Head and Brain Injury in Adults and Children.,"K. M. Bowman, A. Blau",Unknown venue,35,73.7,"Positions Psychotic States Following Head and Brain Injury in Adults and Children. within Brain Development, Plasticity, and Connectomics.",high citation signal (35); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1037/11479-013,10.1037/11479-013,4c8ed45e3f7b788593b31a50b8b489510b37528b
36,1940,General Brain-AI Structure Reviews and Methods,brain-structure,LIPID METABOLISM IN BRAIN AND OTHER TISSUES OF THE RAT,"W. Sperry, H. Waelsch, V. Stoyanoff",Unknown venue,34,76.2,"Positions LIPID METABOLISM IN BRAIN AND OTHER TISSUES OF THE RAT within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (34); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0021-9258(18)73185-2,10.1016/s0021-9258(18)73185-2,a6fb88c086293ab4c1ac4545526dbc373cd9093b
37,1940,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,ON THE SOURCE OF THE CEREBROSPINAL FLUID. THE DISTRIBUTION OF BROMIDE AND IODIDE THROUGHOUT THE CENTRAL NERVOUS SYSTEM,"G. B. Wallace, B. Brodie, H. Hecht, Joseph Chibnik",Journal of Pharmacology and Experimental Therapeutics,33,94.67,"1. Bromide and iodide, injected intravenously, distribute evenly in the extracellular fluid throughout all parts of the central nervous system.",high citation signal (33); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1016/s0022-3565(25)07872-3,10.1016/s0022-3565(25)07872-3,b3b384e931a565a67ee501d5f4139683741d2663
38,1940,General Brain-AI Structure Reviews and Methods,brain-structure,Partial agenesis of the cerebellum in dogs,R. Dow,Unknown venue,33,68.67,Positions Partial agenesis of the cerebellum in dogs within General Brain Science and Reviews.,high citation signal (33); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.900720307,10.1002/cne.900720307,6563f3e2d4e15250ac2cd0521b3865a7bcce5aad
39,1940,General Brain-AI Structure Reviews and Methods,brain-structure,BRAIN POTENTIAL CHANGES IN MAN DURING CYCLOPROPANE ANESTHESIA,"M. A. Rubin, H. Freeman",Unknown venue,32,72.14,Positions BRAIN POTENTIAL CHANGES IN MAN DURING CYCLOPROPANE ANESTHESIA within General Brain Science and Reviews.,high citation signal (32); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1152/JN.1940.3.1.33,10.1152/JN.1940.3.1.33,0a9be0d83c1cfa00f322525ab4812ef2fbfc0783
40,1940,General Brain-AI Structure Reviews and Methods,brain-structure,THE EFFECTS OF REPEATED ANOXIA ON THE BRAIN: A HISTOPATHOLOGIC STUDY,"M. Thorner, F. H. Lewy",Unknown venue,32,72.14,Positions THE EFFECTS OF REPEATED ANOXIA ON THE BRAIN: A HISTOPATHOLOGIC STUDY within General Brain Science and Reviews.,high citation signal (32); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/JAMA.1940.02810450009003,10.1001/JAMA.1940.02810450009003,c0635f90815abc8d3c1b31c0801cb00c2bba5b20
41,1940,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals;clinical-neuroai,TOXOPLASMIC ENCEPHALOMYELITIS,"A. Wolf, D. Cowen, B. Paige",Journal of Experimental Medicine,31,72.98,1. Infected material from the brain and spinal cord of an infant suffering from a recently recognized form of granulomatous encephalomyelitis was inoculated into rabbits and mice and produced an experimental disease which was readily transmissible in series.,high citation signal (31); open-access PDF metadata; brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1084/jem.71.2.187,10.1084/jem.71.2.187,ecd6f65a415f922cdbd00ea925b43ce08c73ab9e
42,1940,General Brain-AI Structure Reviews and Methods,brain-structure,The cerebral cortex in palaeognathine and neognathine birds,E. Craigie,Unknown venue,30,75.01,Positions The cerebral cortex in palaeognathine and neognathine birds within General Brain Science and Reviews.,high citation signal (30); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.900730202,10.1002/cne.900730202,61a900b2004b6bac5220dd0a172c1754d8dd406f
43,1940,General Brain-AI Structure Reviews and Methods,brain-structure,Supra- and post-optic commissures in the brain of the rat,Y. Tsang,Unknown venue,28,69.81,Positions Supra- and post-optic commissures in the brain of the rat within General Brain Science and Reviews.,high citation signal (28); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.900720306,10.1002/cne.900720306,2e7ad95689c3b441e62df3d86807e8be60fc8c89
44,1940,General Brain-AI Structure Reviews and Methods,brain-structure,The oxygen supply of the foetal brain of the sheep and the effect of asphyxia on foetal respiratory movement,"J. Barcroft, D. H. Barron, A. T. Cowie, P. Forsham",Journal of Physiology,28,72.81,Positions The oxygen supply of the foetal brain of the sheep and the effect of asphyxia on foetal respiratory movement within General Brain Science and Reviews.,high citation signal (28); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1113/jphysiol.1940.sp003812,10.1113/jphysiol.1940.sp003812,ec82c53bbfcc813e16d825feaa279ed6bc6ff05f
45,1940,General Brain-AI Structure Reviews and Methods,brain-structure,PHYSIOLOGIC REGULATION OF THE CEREBRAL CIRCULATION,H. S. Forbes,Unknown venue,28,65.81,Positions PHYSIOLOGIC REGULATION OF THE CEREBRAL CIRCULATION within General Brain Science and Reviews.,high citation signal (28); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1940.02280040191013,10.1001/ARCHNEURPSYC.1940.02280040191013,e262f8e028289599e4a89c610e4120e66c53f2f2
46,1940,General Brain-AI Structure Reviews and Methods,brain-structure,Nature of Oxidative Phosphorylation in Brain Tissue,S. Ochao,Nature,27,84.18,Positions Nature of Oxidative Phosphorylation in Brain Tissue within General Brain Science and Reviews.,high citation signal (27); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/146267A0,10.1038/146267A0,484534f94e541ac87f9632271b7ad49129419a5e
47,1940,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Neurosecretory Cells in the Ganglia of Lepidoptera,M. F. Day,Nature,25,82.85,"Positions Neurosecretory Cells in the Ganglia of Lepidoptera within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (25); recognized venue; open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1038/145264B0,10.1038/145264B0,83178a04dcf6a355c60b9cdd4ea30e9f744a68af
48,1940,General Brain-AI Structure Reviews and Methods,brain-structure,"Peculiarities of the cerebral blood vessels of the opossum: Diencephalon, area postrema and retina",George R. Wislocki,Unknown venue,25,63.85,"Positions Peculiarities of the cerebral blood vessels of the opossum: Diencephalon, area postrema and retina within General Brain Science and Reviews.",high citation signal (25); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/ar.1090780111,10.1002/ar.1090780111,1f5af370d129944605ca0da481e0ea6219e326a5
49,1940,General Brain-AI Structure Reviews and Methods,brain-structure,ATROPHY OF THE THALAMUS IN A CASE OF ACQUIRED HEMIPLEGIA ASSOCIATED WITH DIFFUSE PORENCEPHALY AND SCLEROSIS OF THE LEFT CEREBRAL HEMISPHERE,"W. E. Clark, D. Russell",Journal of neurology and psychiatry,24,80.14,Positions ATROPHY OF THE THALAMUS IN A CASE OF ACQUIRED HEMIPLEGIA ASSOCIATED WITH DIFFUSE PORENCEPHALY AND SCLEROSIS OF THE LEFT CEREBRAL HEMISPHERE within Clinical Neurology and Neurodegeneration.,high citation signal (24); recognized venue; open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1136/jnnp.3.2.123,10.1136/jnnp.3.2.123,6365b1f150c4f53b2f1d378ad739be070a41deff
50,1940,General Brain-AI Structure Reviews and Methods,brain-structure,INFLUENCE OF SENSORY SYSTEMS ON SPONTANEOUS ACTIVITY OF CEREBRAL CORTEX,"F. H. Lewy, G. Gammon",Unknown venue,22,69.64,Positions INFLUENCE OF SENSORY SYSTEMS ON SPONTANEOUS ACTIVITY OF CEREBRAL CORTEX within General Brain Science and Reviews.,high citation signal (22); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1152/JN.1940.3.5.388,10.1152/JN.1940.3.5.388,ab081f880bb5511092aba644fc954fc9f853959c
51,1940,General Brain-AI Structure Reviews and Methods,brain-structure,CEREBRAL METABOLISM IN MONGOLIAN IDIOCY AND PHENYLPYRUVIC OLIGOPHRENIA,"H. Himwich, J. Fazekas",Unknown venue,22,61.64,"Positions CEREBRAL METABOLISM IN MONGOLIAN IDIOCY AND PHENYLPYRUVIC OLIGOPHRENIA within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (22); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1940.02280120060004,10.1001/ARCHNEURPSYC.1940.02280120060004,c2b41c5dac46a6c3aee06a644e057e0ee60e8d27
