rank,year,category,keywordTags,title,authors,venue,citationCount,importanceScore,keyIdea,strengths,limitations,url,doi,sourceId
46,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Brain of pithecus rhesus (M. rhesus),F. Mettler,Unknown venue,15,59.11,Positions Brain of pithecus rhesus (M. rhesus) within General Brain Science and Reviews.,high citation signal (15); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/AJPA.1330170315,10.1002/AJPA.1330170315,b93f520ff07e20f71caa04e4abdc56785ea118d6
47,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Studies in avian carbohydrate metabolism: Factors influencing the maintenance of respiration in surviving brain tissue of the normal pigeon.,"R. Peters, H. Sinclair",Biochemical Journal,15,62.11,"Positions Studies in avian carbohydrate metabolism: Factors influencing the maintenance of respiration in surviving brain tissue of the normal pigeon. within Cerebrovascular, Metabolism, and Brain Injury.",high citation signal (15); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1042/BJ0271677,10.1042/BJ0271677,e84ebabbeca733e1c1b804d8db9bb66249cb5988
48,1933,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,Neurologic Manifestations of Hypoglycemia,"W. Neil, T. Hemmen",Unknown venue,15,58.11,"Unlike most other body tissues, the brain requires a continuous supply of glucose.",high citation signal (15); open-access PDF metadata; brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.5772/22204,10.5772/22204,83401835598d87506aa6fd1280ff982d75dcdbd9
49,1933,General Brain-AI Structure Reviews and Methods,brain-structure,A Form of Progressive Cerebral Sclerosis in Infants Associated with Primary Degeneration of the Interfascicular Glia,J. Greenfield,Proceedings of the Royal Society of Medicine,15,56.11,"Positions A Form of Progressive Cerebral Sclerosis in Infants Associated with Primary Degeneration of the Interfascicular Glia within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (15); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1177/003591573302600606,10.1177/003591573302600606,65ca52163aa7e6da4f32bba65d0f693b804f9d24
50,1933,"Electrophysiology, Neural Signals, and AI Decoding",brain-structure;neural-signals,MEGALENCEPHALY WITH DIFFUSE GLIOBLASTOMATOSIS OF THE BRAIN STEM AND THE CEREBELLUM,A. Weil,Unknown venue,14,65.14,"Positions MEGALENCEPHALY WITH DIFFUSE GLIOBLASTOMATOSIS OF THE BRAIN STEM AND THE CEREBELLUM within EEG, MEG, and Electrophysiology.",high citation signal (14); brain-structure signal,"Signal artifacts, montage choices, source localization, and session drift can dominate apparent model performance.; Temporal precision does not automatically imply anatomical specificity.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240160107005,10.1001/ARCHNEURPSYC.1933.02240160107005,f1090af60d705959e5e7cfddb74baa44d5a98cbd
51,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The function of the brain in olfaction. I. Olfactory discrimination and an apparatus for its test.,H. G. Swann,Unknown venue,14,57.94,Positions The function of the brain in olfaction. I. Olfactory discrimination and an apparatus for its test. within General Brain Science and Reviews.,high citation signal (14); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1037/H0074623,10.1037/H0074623,dde56434c816d8406759450fbcacf9c991dcac1d
52,1933,General Brain-AI Structure Reviews and Methods,brain-structure,DISTURBANCES IN VISUOMOTOR GESTALT FUNCTION: IN ORGANIC BRAIN DISEASE ASSOCIATED WITH SENSORY APHASIA,L. Bender,Unknown venue,13,56.7,Positions DISTURBANCES IN VISUOMOTOR GESTALT FUNCTION: IN ORGANIC BRAIN DISEASE ASSOCIATED WITH SENSORY APHASIA within General Brain Science and Reviews.,high citation signal (13); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240150044003,10.1001/ARCHNEURPSYC.1933.02240150044003,4a95363bbd13ced4e75fc643ff496bd87f1b2126
53,1933,General Brain-AI Structure Reviews and Methods,brain-structure,IMPACTION OF A NEUROEPITHELIAL CYST IN THE THIRD VENTRICLE OF THE BRAIN,"C. Rinder, P. Cannon",Unknown venue,12,55.37,Positions IMPACTION OF A NEUROEPITHELIAL CYST IN THE THIRD VENTRICLE OF THE BRAIN within General Brain Science and Reviews.,high citation signal (12); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240160192011,10.1001/ARCHNEURPSYC.1933.02240160192011,2b244e9a6da31930dc3833f1618f2377ff8da937
54,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The brain cast of sinanthropus-a review,D. Black,Unknown venue,12,63.37,Positions The brain cast of sinanthropus-a review within General Brain Science and Reviews.,high citation signal (12); synthesis or review value; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/cne.900570206,10.1002/cne.900570206,10120cd0f179303d4a5e623cd2fa6648494a6a8c
55,1933,"Brain Decoding, Representation Learning, and BCI",brain-structure;decoding,REPRESENTATION OF IPSILATERAL-EXTREMITIES IN THE CEREBRAL CORTEX.,P. Bucy,Science,11,71.13,Positions REPRESENTATION OF IPSILATERAL-EXTREMITIES IN THE CEREBRAL CORTEX. within General Brain Science and Reviews.,high citation signal (11); recognized venue; brain-structure signal; brain-to-model interface signal,"Small cohorts, session drift, invasive risk, and nonstationary signals limit generalization.; Offline decoding accuracy may not reflect real-time user burden or long-term deployment reliability.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1126/SCIENCE.78.2027.418,10.1126/SCIENCE.78.2027.418,7b207be54ae35bcf3707b31d0fa637f2d481086e
56,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The effect of vitamin B(1) upon the respiratory quotient of brain tissue.,H. Sinclair,Biochemical Journal,11,56.93,Positions The effect of vitamin B(1) upon the respiratory quotient of brain tissue. within General Brain Science and Reviews.,high citation signal (11); open-access PDF metadata; brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1042/BJ0271927,10.1042/BJ0271927,bece07a4c081eceacae5528549254191de709d94
57,1933,General Brain-AI Structure Reviews and Methods,brain-structure,Brain transplantation in regenerating earthworms,B. Kropp,Unknown venue,10,52.36,Positions Brain transplantation in regenerating earthworms within General Brain Science and Reviews.,high citation signal (10); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1002/JEZ.1400650107,10.1002/JEZ.1400650107,d94dd26e272f25b4aff2aa5af5d8942fa7a0f03c
58,1933,"Cellular, Synaptic, and Neuromorphic Foundations",brain-structure,"SPINAL FLUID CELL COUNT AND ENCAPSULATION OF BRAIN ABSCESS: AN ATTEMPT TO CORRELATE THESE FACTORS, AND TO DETERMINE THE OPTIMAL TIME FOR DRAINAGE",H. W. Woltman,Unknown venue,10,52.36,"Positions SPINAL FLUID CELL COUNT AND ENCAPSULATION OF BRAIN ABSCESS: AN ATTEMPT TO CORRELATE THESE FACTORS, AND TO DETERMINE THE OPTIMAL TIME FOR DRAINAGE within General Brain Science and Reviews.",high citation signal (10); brain-structure signal,"Cellular mechanisms rarely scale directly into whole-brain behavior or modern AI architectures.; Animal and ex vivo findings require careful translation to human cognition and deployed systems.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/JAMA.1933.02740100014005,10.1001/JAMA.1933.02740100014005,69a1b2dba0c2e93edcae8bb53b0d0d2a0170f21d
59,1933,General Brain-AI Structure Reviews and Methods,brain-structure,THE BRAIN IN A CASE OF MOTOR APHASIA IN WHICH IMPROVEMENT OCCURRED WITH TRAINING,"H. Singer, A. Low",Unknown venue,10,52.36,Positions THE BRAIN IN A CASE OF MOTOR APHASIA IN WHICH IMPROVEMENT OCCURRED WITH TRAINING within General Brain Science and Reviews.,high citation signal (10); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240070168012,10.1001/ARCHNEURPSYC.1933.02240070168012,b33544f03091f167b6eb9c9dec35e80428503ef8
60,1933,General Brain-AI Structure Reviews and Methods,brain-structure,The Preparation of Serial Macroscopic Brain Sections for Teaching Purposes.,H. Green,Journal of Anatomy,10,52.36,Positions The Preparation of Serial Macroscopic Brain Sections for Teaching Purposes. within General Brain Science and Reviews.,high citation signal (10); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://www.semanticscholar.org/paper/8c1551ff56016d7466d21452ca8331925d91d631,,8c1551ff56016d7466d21452ca8331925d91d631
61,1933,General Brain-AI Structure Reviews and Methods,brain-structure,CEREBRAL HEMISPHERES OF THE AMERICAN BLACK BEAR (URSUS AMERICANUS): MORPHOLOGIC AND PHYLOGENETIC CHARACTERISTICS,Wilbur K. Smith,Unknown venue,10,48.36,Positions CEREBRAL HEMISPHERES OF THE AMERICAN BLACK BEAR (URSUS AMERICANUS): MORPHOLOGIC AND PHYLOGENETIC CHARACTERISTICS within General Brain Science and Reviews.,high citation signal (10); brain-structure signal,"Reviews and methods can dominate citations while obscuring smaller empirical advances.; Bridge terminology can be ambiguous, especially around neural networks, intelligence, and biological plausibility.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1001/ARCHNEURPSYC.1933.02240130009001,10.1001/ARCHNEURPSYC.1933.02240130009001,fbdf93bc6687d1b50e8751a1ecee3100c79fbbbe
62,1933,Clinical NeuroAI and Brain Disorders,brain-structure;clinical-neuroai,MENTAL ASPECTS OF BRAIN TUMORS IN PSYCHOTIC PATIENTS: A Study of Twenty-six Verified Cases,"G. Jameison, G. W. Henry",Unknown venue,9,51.85,Positions MENTAL ASPECTS OF BRAIN TUMORS IN PSYCHOTIC PATIENTS: A Study of Twenty-six Verified Cases within Clinical Neurology and Neurodegeneration.,high citation signal (9); brain-structure signal,"Clinical cohorts vary by disease stage, comorbidity, treatment history, and follow-up.; Models can learn site or demographic artifacts instead of disease mechanisms.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",https://doi.org/10.1097/00005053-193310000-00001,10.1097/00005053-193310000-00001,63ab4757f2f0d4c20476efb5f1572874c6101b2f
